Model,Item,Part No.,Alternate Part No.,Part Name (BOM),Part Description (TCLNA),Price,Inventory,New Part No. Inventory,Accessory?,Service,Never,Notes,Mario,Inspect?,Type,Year Sold
12W9E1,24.4.3,210826602,41214-000139,Lock Frame,Lock Frame,$2.00,65,0,Y,,,,,,Window,2021
12W9E1,24.4.4,1180010035,51314-100013,screw 4.2*9.5,screw 4.2*9.5,$0.25,65,0,Y,,,,,,Window,2021
12W9E1,24.4.5,1180010019,51314-100010,screw 4.2*13,screw 4.2*13,$0.25,60,0,Y,,,,,,Window,2021
12W9E1,24.4.6,1180010025,51314-100011,screw 4.2*19,screw 4.2*19,$0.25,45,0,Y,,,,,,Window,2021
12W9E1,,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,,,,Window,2021
12W9E1,,GSK8-15K,,Gasket Seal Kit 8-24K,Gasket Seal Kit 8-24K,$4.00,100,0,Y,,,,,,Window,2021
12W9E1-A,1,210739773,41106-000184,Front Panel Assembly,Front Panel Assembly,$33.04,10,0,,Y,,,,,Window,2021
12W9E1-A,1.1,210738621,41507-000050,Intake grille,Intake grille,$-,0,0,,,,,,,Window,2021
12W9E1-A,1.2,210736617,41507-000133,Air Filter,Air Filter,$4.14,100,0,Y,,,,,,Window,2021
12W9E1-A,2.1,210736672,42001-000057,Cable Clamp,Cable Clamp,$-,0,0,,,,,,,Window,2021
12W9E1-A,2.1,210901539,10104-100026,Sensor Assembly,Sensor Assembly,$6.96,40,0,,Y,,,,,Window,2021
12W9E1-A,2.2,210826720,41505-000010,Electrical Box Assembly,Electrical Box Assembly,$-,0,0,,,,,,,Window,2021
12W9E1-A,2.3,210826496,42001-000027,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,Window,2021
12W9E1-A,2.4,210901423,10303-100043,Capacitor,Capacitor,$13.50,5,0,,Y,,,,,Window,2021
12W9E1-A,2.5,210826683,41505-000051,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,Window,2021
12W9E1-A,2.6,210901461C,31502-000023,Display PCB,Display PCB,$29.28,20,0,,Y,,,,,Window,2021
12W9E1-A,2.7,210736561,41507-000031,Control Box panel,Control Box panel,$-,0,0,,,,,,,Window,2021
12W9E1-A,2.8,210901721,10502-100032,Transformer,Transformer,$8.70,9,0,,Y,,,,,Window,2021
12W9E1-A,2.9,210901411P,31502-000014,Main pcb,Main pcb,$35.56,5,0,,Y,,,,,Window,2021
12W9E1-A,3,211234361,92011-003346,Evaporator,Evaporator,$-,0,0,,,,,,,Window,2021
12W9E1-A,4,210736652B,41504-000138,Middle Vortex Shell,Middle Vortex Shell,$-,0,0,,,,,,,Window,2021
12W9E1-A,5,210736651B,41504-000132,Up Vortex Shell,Up Vortex Shell,$-,0,0,,,,,,,Window,2021
12W9E1-A,6,214146541,41508-000002,Cabinet,Cabinet,$-,0,0,,,,,,,Window,2021
12W9E1-A,7,/,92011-005411,Condenser,Condenser,$-,0,0,,,,,,,Window,2021
12W9E1-A,8,210736728,41503-000007,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,Window,2021
12W9E1-A,9,210736621,41504-000043,Back Surround Plate,Back Surround Plate,$-,0,0,,,,,,,Window,2021
12W9E1-A,10,210901435,22001-000166,Fan Motor,Fan Motor,$-,0,0,,,,,,,Window,2021
12W9E1-A,11,210736727,41503-000010,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,Window,2021
12W9E1-A,12,210736653C,41504-000136,Down Vortex Shell,Down Vortex Shell,$-,0,0,,,,,,,Window,2021
12W9E1-A,13,211234298,92014-000262,Compressor,Compressor,$-,0,0,,,,,,,Window,2021
12W9E1-A,14,210736570,41214-000856,Pipe Cover (two-way),Pipe Cover (two-way),$-,0,0,,,,,,,Window,2021
12W9E1-A,15,/,92007-006318,Cold Tube,Cold Tube,$-,0,0,,,,,,,Window,2021
12W9E1-A,16,210736569,41214-000857,Pipe Cover (four-way),Pipe Cover (four-way),$-,0,0,,,,,,,Window,2021
12W9E1-A,17,210826728,41502-000002,Base,Base,$-,0,0,,,,,,,Window,2021
12W9E1-A,18,210901453A,22007-000069,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,Window,2021
12W9E1-A,20,211368093,A2005-000514,Base Carton,Base Carton,$-,0,0,,,,,,,Window,2021
12W9E1-A,21,211350337,A1202-000020,Base Foaming,Base Foaming,$-,0,0,,,,,,,Window,2021
12W9E1-A,22,211350338,A1602-000001,Top cover,Top cover,$-,0,0,,,,,,,Window,2021
12W9E1-A,23,210901457C,22013-000262,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,Window,2021
12W9E1-A,24,,/,installation accessories,installation accessories,$-,0,0,,,,,,,Window,2021
12W9E1-A,24.1,210737020,41214-000499,Window Sash seal,Window Sash seal,$3.00,23,0,Y,,,,,,Window,2021
12W9E1-A,24.2,210737051,42006-000235,Foam Top window Gasket,Foam Top window Gasket,$2.00,23,0,,Y,,,,,Window,2021
12W9E1-A,24.3,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,Same as Kit? 214156217,,,Window,2021
12W9E1-A,25,210826820,41509-000023,Top mounting Rail,Top mounting Rail,$5.08,100,0,Y,,,,,,Window,2021
12W9E1-A,26,214154672,32001-000143,Wifi Module,Wifi Module,$17.40,10,0,,Y,,,,,Window,2021
12W9E1-A,24.3.1,214146707,41509-000012,Filler Panels,Filler Panels,$6.15,10,0,Y,,,,,,Window,2021
12W9E1-A,24.3.2,210736622,41509-000044,Filler Panels Left Rail,Filler Panels Left Rail,$4.08,5,0,Y,,,,,,Window,2021
12W9E1-A,24.3.3,210736623,41509-000034,Filler Panels Right Rail,Filler Panels Right Rail,$4.08,20,0,Y,,,,,,Window,2021
12W9E1-A,24.3.4,211354038A,A2004-000157,Filler Panels bag,Filler Panels bag,$-,0,0,,,,,,,Window,2021
12W9E1-A,24.4.1,1193070510,A2004-000143,Screw bag,Screw Kit Black,$4.00,195,0,Y,,,,,,Window,2021
12W9E1-A,24.4.2,210826603,41214-000132,Sash lock,Sash lock,$2.00,70,0,Y,,,,,,Window,2021
12W9E1-A,24.4.3,210826602,41214-000139,Lock Frame,Lock Frame,$2.00,65,0,Y,,,,,,Window,2021
12W9E1-A,24.4.4,1180010035,51314-100013,screw 4.2*9.5,screw 4.2*9.5,$0.25,65,0,Y,,,,,,Window,2021
12W9E1-A,24.4.5,1180010019,51314-100010,screw 4.2*13,screw 4.2*13,$0.25,60,0,Y,,,,,,Window,2021
12W9E1-A,24.4.6,1180010025,51314-100011,screw 4.2*19,screw 4.2*19,$0.25,45,0,Y,,,,,,Window,2021
12W9E1-A,,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,,,,Window,2021
12W9E1-A,,GSK8-15K,,Gasket Seal Kit 8-24K,Gasket Seal Kit 8-24K,$4.00,100,0,Y,,,,,,Window,2021
14P31,,210703134,,Tether,Tether,$2.75,5,0,Y,,,,,,Portable,2021
14P31,,210703297,41214-001058,Gasket,Gasket,$2.00,18,0,Y,,,,,,Portable,2021
14P31,,210736672,,Clamp,Clamp,$-,0,0,,,,,,,Portable,2021
14P31,,810700027,,Stopper,Stopper,$1.54,10,0,Y,,,,,,Portable,2021
14P31,,810700219,,Fan of evaporator,Fan of evaporator,$-,0,0,,,,,,,Portable,2021
14P31,,810700223,,Axis of fan,Axis of fan,$-,0,0,,,,,,,Portable,2021
14P31,,810700228,,Centrifugal fan,Centrifugal fan,$33.95,1,0,,Y,,,,,Portable,2021
14P31,,810700507,,Horizon deflector 2,Horizon deflector 2,$8.16,5,0,,Y,,,,,Portable,2021
14P31,,810700514,,Fixer of fan motor,Fixer of fan motor,$-,0,0,,,,,,,Portable,2021
14P31,,810700515,,lead of water,lead of water,$-,0,0,,,,,,,Portable,2021
14P31,,810700539,,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2021
14P31,,810700692,,Fixer of motor,Fixer of motor,$-,0,0,,,,,,,Portable,2021
14P31,,810700696,,Horizon deflector link 1,Horizon deflector link 1,$4.56,5,0,,Y,,,,,Portable,2021
14P31,,810700697,,Support of deflector,Support of deflector,$2.00,5,0,,Y,,,,,Portable,2021
14P31,,810700698,,Deflector link,Deflector link,$0.50,5,0,,Y,,,,,Portable,2021
14P31,,810700745,,Hose outlet,Hose outlet,$6.00,26,0,Y,,,Need,,ITI,Portable,2021
14P31,,810701097,,Splash moter cover,Splash moter cover,$-,0,0,,,,,,,Portable,2021
14P31,,810701160,,Castor subassembly,"caster, set of four",$3.92,108,0,Y,,,,,,Portable,2021
14P31,,810701207,,Electrical box,Electrical box,$-,0,0,,,,,,,Portable,2021
14P31,,810800052,,Electrical box cover,Electrical box cover,$-,0,0,,,,,,,Portable,2021
14P31,,810800086,,Protect net,Protect net,$4.04,5,0,,Y,,,,,Portable,2021
14P31,,810800094,,Condensor protector,Condensor protector,$-,0,0,,,,,,,Portable,2021
14P31,,810900225,,Capacitor of compressor,Capacitor of compressor,$17.01,5,0,,Y,,,,,Portable,2021
14P31,,810900467,,Power cord,Power cord,$33.50,5,0,,Y,,,,,Portable,2021
14P31,,810900472,,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2021
14P31,,810900518,,Receiver board,Receiver board,$-,0,0,,,,,,,Portable,2021
14P31,,811200595,,Compressor,Compressor,$-,0,0,,,,,,,Portable,2021
14P31,,811200609,,Condenser,Condenser,$-,0,0,,,,,,,Portable,2021
14P31,,811200918,,Capillary,Capillary,$-,0,0,,,,,,,Portable,2021
14P31,,811201172,,Suction pipe,4-way valve subassembly,$-,0,0,,,,,,,Portable,2021
14P31,,811201174,,Discharge pipe,4-way valve wiring,$-,0,0,,,,,,,Portable,2021
14P31,,811302409,,Upper foam,Upper foam,$-,0,0,,,,,,,Portable,2021
14P31,,811302410,,Bottom foam,Bottom foam,$-,0,0,,,,,,,Portable,2021
14P31,,811302892,,Panel sticker,Panel sticker,$-,0,0,,,,,,,Portable,2021
14P31,,1085110009,,Capacitor clamp,Capacitor clamp,$-,0,0,,,,,,,Portable,2021
14P31,,1170100037,,Fan motor capacitor,Fan motor capacitor,$9.76,5,0,,Y,,,,,Portable,2021
14P31,,1170100044,,Fan motor capacitor,Fan motor capacitor,$5.68,25,0,,Y,,,,,Portable,2021
14P31,,1175032007,,Sensor resistance,Sensor resistance,$8.04,10,0,,Y,,,,,Portable,2021
14P31,,8070130039,,Sensor fixer,Sensor fixer,$-,0,0,,,,,,,Portable,2021
14P31,,1075110004AA,,Window slider oval,"Window slider kit, oval",$15.08,111,0,Y,,,,,,Portable,2021
14P31,,1175032001B,,Step motor,Step motor,$21.60,17,0,,Y,,,,,Portable,2021
14P31,,810700209A,,"Hose inlet, 5""","Hose inlet, 5""",$3.60,39,0,Y,,,,,ITI,Portable,2021
14P31,,810700229F,,Front duct of condenser,Front duct of condenser,$-,0,0,,,,,,,Portable,2021
14P31,,810700230E,,Rear duct of condenser,Rear duct of condenser,$-,0,0,,,,,,,Portable,2021
14P31,,810700501A,,Top panel,Top panel,$-,0,0,,,,,,,Portable,2021
14P31,,810700502H,,Grill of evaporator(with filter),Grill of evaporator(with filter),$16.88,15,0,Y,,,,,,Portable,2021
14P31,,810700503B,,Filter,Filter,$13.44,15,0,Y,,,,,,Portable,2021
14P31,,810700504A,,Right handle,Right handle,$-,0,0,,,,,,,Portable,2021
14P31,,810700505A,,Left handle,Left handle,$-,0,0,,,,,,,Portable,2021
14P31,,810700510A,,Upper Duct,Upper Duct,$-,0,0,,,,,,,Portable,2021
14P31,,810700512A,,Air outlet part 1,Air outlet part 1,$-,0,0,,,,,,,Portable,2021
14P31,,810700513A,,Air outlet part 2,Air outlet part 2,$-,0,0,,,,,,,Portable,2021
14P31,,810700694J,,Front panel,Front panel,$-,0,0,,,,,,,Portable,2021
14P31,,810700695E,,Back panel,Back panel,$-,0,0,,,,,,,Portable,2021
14P31,,810700700A,,Under Duct,Under Duct,$-,0,0,,,,,,,Portable,2021
14P31,,810701052B,,Drain Hose Cap,Drain Hose Cap,$0.85,10,0,Y,,,,,,Portable,2021
14P31,,810800044B,,Condensor top bar,Condensor top bar,$-,0,0,,,,,,,Portable,2021
14P31,,810800158A,,Fixer of compressor,Fixer of compressor,$-,0,0,,,,,,,Portable,2021
14P31,,810900031A,,Float switch,Float switch,$-,0,0,,,,,,,Portable,2021
14P31,,810900103A,,Fan motor,Fan motor,$-,0,0,,,,,,,Portable,2021
14P31,,810900137C,,Fan motor,Fan motor,$67.98,5,0,,Y,,,,,Portable,2021
14P31,,810900302A,,Display board,Display board,$-,0,0,,,,,,,Portable,2021
14P31,,810900470A,,Control circuit board,Control circuit board,$-,0,0,,,,,,,Portable,2021
14P31,,810900614A,,Remote controller,Remote controller UYKQ-90,$9.81,135,0,Y,,,,,,Portable,2021
14P31,,811200912A,,Evaporator,Evaporator,$-,0,0,,,,,,,Portable,2021
14P31,,8120120025A,,Exhaust Hose,Exhaust Hose,$12.30,69,0,Y,,,,,,Portable,2021
14P31,,814100291C,,Base(With casters),Base(With casters),$-,0,0,,,,,,,Portable,2021
14P31,,GSK5-6K,,Gasket Seal Kit 5-6K,Gasket Seal Kit 5-6K,$4.00,155,0,Y,,,,,,Portable,2021
14PH31,,210703134,,Tether,Tether,$2.75,5,0,Y,,,,,,Portable,2021
14PH31,,210703297,41214-001058,Gasket,Gasket,$2.00,18,0,Y,,,,,,Portable,2021
14PH31,,810700027,,Stopper,Stopper,$1.54,10,0,Y,,,,,,Portable,2021
14PH31,,810700219,,Fan of evaporator,Fan of evaporator,$-,0,0,,,,,,,Portable,2021
14PH31,,810700223,,Axis of fan,Axis of fan,$-,0,0,,,,,,,Portable,2021
14PH31,,810700228,,Centrifugal fan,Centrifugal fan,$33.95,1,0,,Y,,,,,Portable,2021
14PH31,,810700507,,Horizon deflector 2,Horizon deflector 2,$8.16,5,0,,Y,,,,,Portable,2021
14PH31,,810700514,,Fixer of fan motor,Fixer of fan motor,$-,0,0,,,,,,,Portable,2021
14PH31,,810700515,,lead of water,lead of water,$-,0,0,,,,,,,Portable,2021
14PH31,,810700539,,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2021
14PH31,,810700692,,Fixer of motor,Fixer of motor,$-,0,0,,,,,,,Portable,2021
14PH31,,810700696,,Horizon deflector link 1,Horizon deflector link 1,$4.56,5,0,,Y,,,,,Portable,2021
14PH31,,810700697,,Support of deflector,Support of deflector,$2.00,5,0,,Y,,,,,Portable,2021
14PH31,,810700698,,Deflector link,Deflector link,$0.50,5,0,,Y,,,,,Portable,2021
14PH31,,810700745,,Hose outlet,Hose outlet,$6.00,26,0,Y,,,,,ITI,Portable,2021
14PH31,,810701097,,Splash moter cover,Splash moter cover,$-,0,0,,,,,,,Portable,2021
14PH31,,810701160,,Castor subassembly,"caster, set of four",$3.92,108,0,Y,,,,,,Portable,2021
14PH31,,810800052,,Electrical box cover,Electrical box cover,$-,0,0,,,,,,,Portable,2021
14PH31,,810800086,,Protect net,Protect net,$4.04,5,0,,Y,,,,,Portable,2021
14PH31,,810800094,,Condensor protector,Condensor protector,$-,0,0,,,,,,,Portable,2021
14PH31,,810900225,,Capacitor of compressor,Capacitor of compressor,$17.01,5,0,,Y,,,,,Portable,2021
14PH31,,810900467,,Power cord,Power cord,$33.50,5,0,,Y,,,,,Portable,2021
14PH31,,810900472,,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2021
14PH31,,810900518,,Receiver board,Receiver board,$-,0,0,,,,,,,Portable,2021
14PH31,,811200595,,Compressor,Compressor,$-,0,0,,,,,,,Portable,2021
14PH31,,811200598,,Capillary,Capillary,$-,0,0,,,,,,,Portable,2021
14PH31,,811200609,,Condenser,Condenser,$-,0,0,,,,,,,Portable,2021
14PH31,,811201160,,4-way valve subassembly,4-way valve subassembly,$-,0,0,,,,,,,Portable,2021
14PH31,,811302409,,Upper foam,Upper foam,$-,0,0,,,,,,,Portable,2021
14PH31,,811302410,,Bottom foam,Bottom foam,$-,0,0,,,,,,,Portable,2021
14PH31,,811302892,,Panel sticker,Panel sticker,$-,0,0,,,,,,,Portable,2021
14PH31,,1085110009,,Capacitor clamp,Capacitor clamp,$-,0,0,,,,,,,Portable,2021
14PH31,,1170100037,,Fan motor capacitor,Fan motor capacitor,$9.76,5,0,,Y,,,,,Portable,2021
14PH31,,1170100044,,Fan motor capacitor,Fan motor capacitor,$5.68,25,0,,Y,,,,,Portable,2021
14PH31,,1175032007,,Sensor resistance,Sensor resistance,$8.04,10,0,,Y,,,,,Portable,2021
14PH31,,8070130039,,Sensor fixer,Sensor fixer,$-,0,0,,,,,,,Portable,2021
14PH31,,1075110004AA,,Window slider oval,"Window slider kit, oval",$15.08,111,0,Y,,,,,,Portable,2021
14PH31,,1175032001B,,Step motor,Step motor,$21.60,17,0,,Y,,,,,Portable,2021
14PH31,,42001-000057,,Clamp,Clamp,$-,0,0,,,,,,,Portable,2021
14PH31,,810700209A,,"Hose inlet, 5""","Hose inlet, 5""",$3.60,39,0,Y,,,,,ITI,Portable,2021
14PH31,,810700229F,,Front duct of condenser,Front duct of condenser,$-,0,0,,,,,,,Portable,2021
14PH31,,810700230E,,Rear duct of condenser,Rear duct of condenser,$-,0,0,,,,,,,Portable,2021
14PH31,,810700501A,,Top panel,Top panel,$-,0,0,,,,,,,Portable,2021
14PH31,,810700502H,,Grill of evaporator(with filter),Grill of evaporator(with filter),$16.88,15,0,Y,,,,,,Portable,2021
14PH31,,810700503B,,Filter,Filter,$13.44,15,0,Y,,,,,,Portable,2021
14PH31,,810700504A,,Right handle,Right handle,$-,0,0,,,,,,,Portable,2021
14PH31,,810700505A,,Left handle,Left handle,$-,0,0,,,,,,,Portable,2021
14PH31,,810700510A,,Upper Duct,Upper Duct,$-,0,0,,,,,,,Portable,2021
14PH31,,810700512A,,Air outlet part 1,Air outlet part 1,$-,0,0,,,,,,,Portable,2021
14PH31,,810700513A,,Air outlet part 2,Air outlet part 2,$-,0,0,,,,,,,Portable,2021
14PH31,,810700694J,,Front panel,Front panel,$-,0,0,,,,,,,Portable,2021
14PH31,,810700695E,,Back panel,Back panel,$-,0,0,,,,,,,Portable,2021
14PH31,,810700700A,,Under Duct,Under Duct,$-,0,0,,,,,,,Portable,2021
14PH31,,810701052B,,Drain Hose Cap,Drain Hose Cap,$0.85,10,0,Y,,,,,,Portable,2021
14PH31,,810701207B,,Electrical box,Electrical box,$-,0,0,,,,,,,Portable,2021
14PH31,,810800044B,,Condensor top bar,Condensor top bar,$-,0,0,,,,,,,Portable,2021
14PH31,,810800158A,,Fixer of compressor,Fixer of compressor,$-,0,0,,,,,,,Portable,2021
14PH31,,810900031A,,Float switch,Float switch,$-,0,0,,,,,,,Portable,2021
14PH31,,810900103A,,Fan motor,Fan motor,$-,0,0,,,,,,,Portable,2021
14PH31,,810900137C,,Fan motor,Fan motor,$67.98,5,0,,Y,,,,,Portable,2021
14PH31,,810900302A,,Display board,Display board,$-,0,0,,,,,,,Portable,2021
14PH31,,810900470B,,Control circuit board,Control circuit board,$-,0,0,,,,,,,Portable,2021
14PH31,,810900614A,,Remote controller,Remote controller UYKQ-90,$9.81,135,0,Y,,,,,,Portable,2021
14PH31,,811200912A,,Evaporator,Evaporator,$-,0,0,,,,,,,Portable,2021
14PH31,,8120120025A,,Exhaust Hose,Exhaust Hose,$12.30,69,0,Y,,,,,,Portable,2021
14PH31,,814100291C,,Base(With casters),Base(With casters),$-,0,0,,,,,,,Portable,2021
14PH31,,8170110005B,,4-way valve wiring,4-way valve wiring,$-,0,0,,,,,,,Portable,2021
14PH31,,GSK5-6K,,Gasket Seal Kit 5-6K,Gasket Seal Kit 5-6K,$4.00,155,0,Y,,,,,,Portable,2021
14PH91,1,810702400B,,Front panel,Front panel,$-,0,0,,,,,,,Portable,2021
14PH91,2,810700851C,,Take-over protection,Take-over protection,$-,0,0,,,,,,,Portable,2021
14PH91,3,810900518,,Receiver board,Receiver board,$-,0,0,,,,,,,Portable,2021
14PH91,4,810702599,,Top panel,Top panel,$-,0,0,,,,,,,Portable,2021
14PH91,5,810701012,,Gear,Gear,$-,0,0,,,,,,,Portable,2021
14PH91,6,810701035,,Anti electric axis,Anti electric axis,$-,0,0,,,,,,,Portable,2021
14PH91,7,1175032001B,,Step motor,Step motor,$21.60,17,0,,Y,,,,,Portable,2021
14PH91,8,810701138A,,Fixer of step motor,Fixer of step motor,$-,0,0,,,,,,,Portable,2021
14PH91,9,810702262,,Cover of display box,Cover of display box,$-,0,0,,,,,,,Portable,2021
14PH91,10,810900559A,,Display board,Display board,$34.28,5,0,,Y,,,,,Portable,2021
14PH91,11,810702007,,Box of display,Box of display,$-,0,0,,,,,,,Portable,2021
14PH91,12,811309455,,Panel sticker,Panel sticker,$-,0,0,,,,,,,Portable,2021
14PH91,13,810702264,,Deflector,Deflector,$-,0,0,,,,,,,Portable,2021
14PH91,14,810702265,,Deflector,Deflector,$-,0,0,,,,,,,Portable,2021
14PH91,15,810702266,,Deflector link,Deflector link,$-,0,0,,,,,,,Portable,2021
14PH91,16,810702302,,Outlet duct,Outlet duct,$-,0,0,,,,,,,Portable,2021
14PH91,17,810702256,,Upper Duct,Upper Duct,$-,0,0,,,,,,,Portable,2021
14PH91,18,810702055,,Fan of evaporator,Fan of evaporator,$-,0,0,,,,,,,Portable,2021
14PH91,19,810900527,,Evaporator fan motor,Evaporator fan motor,$-,0,0,,,,,,,Portable,2021
14PH91,20,810702023,,Under Duct,Under Duct,$-,0,0,,,,,,,Portable,2021
14PH91,21,811202229B,,Evaporator,Evaporator,$-,0,0,,,,,,,Portable,2021
14PH91,22,814101768,,Tray assembly,Tray assembly,$-,0,0,,,,,,,Portable,2021
14PH91,23,810702252,,Left panel,Left panel,$-,0,0,,,,,,,Portable,2021
14PH91,24,810800317,,Supported beam of Condenser,Supported beam of Condenser,$-,0,0,,,,,,,Portable,2021
14PH91,25,811202230,,Condenser,Condenser,$-,0,0,,,,,,,Portable,2021
14PH91,26,810702000,,Rear duct of condenser,Rear duct of condenser,$-,0,0,,,,,,,Portable,2021
14PH91,27,810702056,,Centrifugal fan,Centrifugal fan,$-,0,0,,,,,,,Portable,2021
14PH91,28,810701999,,Front duct of condenser,Front duct of condenser,$-,0,0,,,,,,,Portable,2021
14PH91,29,810900538,,Condensor fan motor,Condensor fan motor,$-,0,0,,,,,,,Portable,2021
14PH91,30,810702019,,Capacitor clamp,Capacitor clamp,$-,0,0,,,,,,,Portable,2021
14PH91,31,810900758,,Capacitor of compressor,Capacitor of compressor,$-,0,0,,,,,,,Portable,2021
14PH91,32,810702271,,Electrical box assembly,Electrical box assembly,$-,0,0,,,,,,,Portable,2021
14PH91,33,1175032007,,Sensor resistance,Sensor resistance,$8.04,10,0,,Y,,,,,Portable,2021
14PH91,34,810900560,,Control circuit board,Control circuit board,$-,0,0,,,,,,,Portable,2021
14PH91,35,810800310,,Electrical box cover,Electrical box cover,$-,0,0,,,,,,,Portable,2021
14PH91,36,1170100037,,Fan motor capacitor 8?F,Fan motor capacitor 8?F,$9.76,5,0,,Y,,,,,Portable,2021
14PH91,37,810900578,,Fan motor capacitor 10?F,Fan motor capacitor 10?F,$-,0,0,,,,,,,Portable,2021
14PH91,38,810900458H,,WiFi module,WiFi module,$16.42,20,0,,Y,,,,,Portable,2021
14PH91,39,810702253,,Right panel,Right panel,$-,0,0,,,,,,,Portable,2021
14PH91,40,810701097,,Cover of splash motor,Cover of splash motor,$-,0,0,,,,,,,Portable,2021
14PH91,42,1075090015,,Clamp,Clamp,$-,0,0,,,,,,,Portable,2021
14PH91,43,810800311,,Support,Support,$-,0,0,,,,,,,Portable,2021
14PH91,44,811202226,,Compressor,Compressor,$-,0,0,,,,,,,Portable,2021
14PH91,45,811202695,,Capillary,Capillary,$-,0,0,,,,,,,Portable,2021
14PH91,46,810900660A,,Float switch,Float switch,$-,0,0,,,,,,,Portable,2021
14PH91,47,810701465,,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2021
14PH91,48,810900472E,,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2021
14PH91,49,814101764,,Base assembly,Base assembly,$-,0,0,,,,,,,Portable,2021
14PH91,50,810701898B,,Cover of stopper,Cover of stopper,$0.32,25,0,Y,,,,,,Portable,2021
14PH91,51,810701900,,Stopper,Stopper,$2.00,25,0,Y,,,,,,Portable,2021
14PH91,52,810701996,,Filter of condenser,Filter of condenser,$8.00,45,0,Y,,,,,,Portable,2021
14PH91,53,810701994,,Grid of condenser,Grid of condenser,$11.28,25,0,Y,,,,,,Portable,2021
14PH91,54,810701987,,Back panel,Back panel,$-,0,0,,,,,,,Portable,2021
14PH91,55,810701299A,,Cover of drainage hose,Drain Cap,$1.30,39,0,Y,,,,,,Portable,2021
14PH91,56,810702001,,Protection net,Protection net,$3.60,5,0,,Y,,,,,Portable,2021
14PH91,57,814101769,,Grid of evaporator,Grid of evaporator,$21.60,40,0,Y,,,Need filter (All models),,,Portable,2021
14PH91,58,810900093,,Power cord,Power cord,$37.74,5,0,,Y,,,,,Portable,2021
14PH91,59,810700928,,Drainage pipe,Drain Tube,$6.30,50,0,Y,,,,,,Portable,2021
14PH91,60,810900614A,,Remote controller,Remote controller UYKQ-90,$9.81,135,0,Y,,,,,,Portable,2021
14PH91,61,210838146,,Sensor fixer,Sensor fixer,$-,0,0,,,,,,,Portable,2021
14PH91,62,1075032001A,,Exhaust Hose,Exhaust Hose,$15.02,34,0,Y,,,,,,Portable,2021
14PH91,63,810701090,,Hose outlet,Hose outlet,$4.86,51,0,Y,,,,,,Portable,2021
14PH91,64,810701997,,Hose inlet,Hose inlet,$5.82,24,0,Y,,,,,,Portable,2021
14PH91,65,810700746A,,Window slider,Window slider,$17.40,52,0,Y,,,,,,Portable,2021
14PH91,66,811800040,,Tie,Tie,$-,0,0,,,,,,,Portable,2021
14PH91,67,8170110005E,,4-way valve wiring,4-way valve wiring,$-,0,0,,,,,,,Portable,2021
14PH91,68,811202227A,,4-way valve assembly,4-way valve assembly,$-,0,0,,,,,,,Portable,2021
14PH91,69,810700223,,Axis of fan,Axis of fan,$-,0,0,,,,,,,Portable,2021
14PH91,70,810702010,,Upper foam,Upper foam,$-,0,0,,,,,,,Portable,2021
14PH91,71,810702009,,Bottom foam,Bottom foam,$-,0,0,,,,,,,Portable,2021
14PH91,72,811308693,,Top pad,Top pad,$-,0,0,,,,,,,Portable,2021
14PH91,73,811308692,,Pad of lower foam,Pad of lower foam,$-,0,0,,,,,,,Portable,2021
14PH91,(49-1),810701160,,Castor subassembly,"caster, set of four",$3.92,108,0,Y,,,,,,Portable,2021
14PH91,*,810701637,,No-hole window slider,"No-hole window slider, 2 piece",$15.00,20,0,Y,,,,,,Portable,2021
14PH91,,GSK5-6K,,Gasket Seal Kit 5-6K,Gasket Seal Kit 5-6K,$4.00,155,0,Y,,,,,,Portable,2021
14PH91-B,1,810702400C,,Front panel,Front panel,$-,0,0,,,,,,,Portable,2021
